Method,Patch,Runtime Improvement,Memory Improvement
org.evosuite.testcase.TestCodeVisitor.getClassName(Class<?>),"| gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":524 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1080:1080 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1049 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1664 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1066:1066 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":2364 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1050 |",0.78772515,-0.070478244
org.evosuite.testcase.TestCodeVisitor.getClassName(Class<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 |",0.6783007,-0.0091056323
org.evosuite.testcase.TestCodeVisitor.getClassName(Class<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":954 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":954 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":4880 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":953:1006 |",0.67543405,-0.066621246
org.evosuite.utils.MersenneTwister.nextGaussian(),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1734 |",0.6711666,-0.011044917
"org.evosuite.symbolic.expr.DistanceCalculator.visit(RealConstraint,Void)","| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/expr/DistanceCalculator.java"":795 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/expr/DistanceCalculator.java"":737 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/expr/DistanceCalculator.java"":3707 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/expr/DistanceCalculator.java"":683:737 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/expr/DistanceCalculator.java"":737 <-> ""../evosuite/client/src/main/java/org/evosuite/symbolic/expr/DistanceCalculator.java"":684 |",0.6061955,-0.0081371313
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1420 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1498 |",0.5828462,-0.028965943
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1494 -> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1521 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1498 <-> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1521 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1514 <-> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1494 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1494 |",0.57901745,-0.0073504466
org.evosuite.utils.MersenneTwister.nextGaussian(),"| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1646 <-> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1643 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":2280 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1646:1652 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":2440 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1713 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":2988 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1667 |",0.56890814,-0.010239558
org.evosuite.utils.MersenneTwister.nextGaussian(),"| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1652 <-> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1643 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1547 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1668:1679 |",0.5583857,-0.021245072
org.evosuite.utils.MersenneTwister.nextGaussian(),"| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1646 <-> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1642 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1734 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":766 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1642:1643 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":886 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1668:1689 |",0.54123275,-0.009029961
org.evosuite.utils.MersenneTwister.nextGaussian(),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1647 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":2163 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1646:1647 |",0.527938,-0.008011713
org.evosuite.utils.MersenneTwister.nextGaussian(),"| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1643 <-> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1652 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1667 <-> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1656 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1667 <-> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1656 |",0.524074,-0.005383906
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1414 |",0.5190807,-0.028760097
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1690 -> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1506 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1449 |",0.51828525,-0.029223263
org.evosuite.testcase.TestCodeVisitor.getClassName(Class<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1049 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1193 |",0.5169396,-0.069333262
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1486 <-> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1454 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1486 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1617 <-> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1617 |",0.51670936,-0.02818551
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1454 <-> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1486 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1494 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":930 -> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1454 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":726 -> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1494 |",0.5140525,-0.030816746
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1506 <-> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1498 |",0.51145116,-0.027925916
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1497 -> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1521 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":427 -> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1608 |",0.51136175,-0.028789842
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1506 |",0.5082077,-0.028835406
org.evosuite.testcase.TestCodeVisitor.getClassName(Class<?>),"| gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1701 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":973:974 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":968 |",0.5069664,-0.06886441
org.evosuite.testcase.TestCodeVisitor.getClassName(Class<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 |",0.5049469,-0.06514918
org.evosuite.symbolic.solver.DistanceEstimator.getDistance(Collection<Constraint<?>>),"| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":125 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":266 |",0.4986245,-0.062825165
org.evosuite.utils.MersenneTwister.nextGaussian(),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1743 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1646 <-> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1643 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1668 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":2891 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1668 |",0.4899901,-0.008966875
org.evosuite.symbolic.solver.DistanceEstimator.getDistance(Collection<Constraint<?>>),"| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":131 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":212 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":76 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":213 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":167 |",0.4890751,-0.066919284
"org.evosuite.instrumentation.testability.StringHelper.StringRegionMatches(String,boolean,int,String,int,int)","| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1413 <-> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1448 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1497 -> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1413:1414 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1413 <-> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1448 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1413 -> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1582 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1449 <-> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1414 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":837 -> ""../evosuite/client/src/main/java/org/evosuite/instrumentation/testability/StringHelper.java"":1448 |",0.48788056,-0.026419847
org.evosuite.symbolic.solver.DistanceEstimator.getDistance(Collection<Constraint<?>>),"| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":131 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":212 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":212 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":267 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":76 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":213 |",0.4861682,-0.064898863
org.evosuite.utils.MersenneTwister.nextGaussian(),"| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1571 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1669 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1571 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1669 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1643 <-> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1652 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":879 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1646:1647 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":2243 -> ""../evosuite/client/src/main/java/org/evosuite/utils/MersenneTwister.java"":1689 |",0.4796883,-0.009219835
org.evosuite.symbolic.solver.DistanceEstimator.getDistance(Collection<Constraint<?>>),"| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":323 <-> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":115 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":115 <-> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":104 |",0.47367445,-0.065737624
org.evosuite.testcase.TestCodeVisitor.getClassName(Class<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1095 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":8580 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1182 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1131 <-> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1131 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1013 <-> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1131 |",0.45289773,-0.054381757
org.evosuite.testcase.TestCodeVisitor.visitPrimitiveStatement(PrimitiveStatement<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5183 |",0.44435352,-0.010239558
org.evosuite.testcase.TestCodeVisitor.visitPrimitiveStatement(PrimitiveStatement<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5369 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5189 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5189 |",0.42534274,-0.0091056323
org.evosuite.testcase.TestCodeVisitor.visitPrimitiveStatement(PrimitiveStatement<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5183 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5054 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5188:5188 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5183 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5369 |",0.4241832,-0.008966875
org.evosuite.testcase.TestCodeVisitor.visitPrimitiveStatement(PrimitiveStatement<?>),"| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":3353 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5188 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1914 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5188:5188 |",0.42271435,-0.009284001
org.evosuite.testcase.TestCodeVisitor.visitPrimitiveStatement(PrimitiveStatement<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5355 |",0.4207998,-0.009029961
org.evosuite.testcase.TestCodeVisitor.visitPrimitiveStatement(PrimitiveStatement<?>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5183 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5189 <-> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5375 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":3248 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5189 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":5355 |",0.41680548,-0.011044917
org.evosuite.symbolic.solver.DistanceEstimator.getDistance(Collection<Constraint<?>>),"| gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":201 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":206 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":260 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":98 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":323 <-> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":315 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":206 -> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":124 |",0.41623673,-0.062502723
org.evosuite.testcase.TestCodeVisitor.getClassName(Class<?>),"| gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 <-> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1123 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1147 <-> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1130 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 <-> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1123 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1006 | gin.edit.statement.ReplaceStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":8149 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1146 | gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestCodeVisitor.java"":1146 |",0.40199378,-0.067313576
org.evosuite.symbolic.solver.DistanceEstimator.getDistance(Collection<Constraint<?>>),"| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":292 | gin.edit.statement.SwapStatement ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":213 <-> ""../evosuite/client/src/main/java/org/evosuite/symbolic/solver/DistanceEstimator.java"":213 |",0.38034344,-0.05619016
"org.evosuite.testcase.TestFactory.addConstructor(TestCase,GenericConstructor,Type,int,int)","| gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestFactory.java"":4943 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestFactory.java"":545:546 | gin.edit.statement.CopyStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestFactory.java"":8800 -> ""../evosuite/client/src/main/java/org/evosuite/testcase/TestFactory.java"":1590:1591 |",0.37977886,-0.021333132
"org.evosuite.testcase.TestFactory.addConstructor(TestCase,GenericConstructor,Type,int,int)","| gin.edit.statement.DeleteStatement ""../evosuite/client/src/main/java/org/evosuite/testcase/TestFactory.java"":744 |",0.36871338,-0.021489148
